spectogram,mfcc,transcript,phishing
./phishing_spectogram/73729_normalized_spectrogram.png,./phishing_mfcc/73729_normalized_mfcc.png,will be reimbursed by $50 along with 35% discount on your electric and gas bills. Please press 1 to get your reimbursement. ,1
./phishing_spectogram/73738_normalized_spectrogram.png,./phishing_mfcc/73738_normalized_mfcc.png,"by third party supplier, you will be receiving $50 reward along with 30% discount on your electric and gas bill, please press 1 and get your $50 reward card. ",1
./phishing_spectogram/75919_normalized_spectrogram.png,./phishing_mfcc/75919_normalized_mfcc.png,"Social Security Administration to inform you that due to some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we did not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/77599_normalized_spectrogram.png,./phishing_mfcc/77599_normalized_mfcc.png,"We are calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there's illegal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available agent. ",1
./phishing_spectogram/77601_normalized_spectrogram.png,./phishing_mfcc/77601_normalized_mfcc.png,"We are calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there's illegal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available agent. ",1
./phishing_spectogram/77603_normalized_spectrogram.png,./phishing_mfcc/77603_normalized_mfcc.png,"We are calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there's illegal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available agent. ",1
./phishing_spectogram/77607_normalized_spectrogram.png,./phishing_mfcc/77607_normalized_mfcc.png,"We are calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there's illegal enforcement actions filed on your Social Security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available agent. Thank you. ",1
./phishing_spectogram/80122_normalized_spectrogram.png,./phishing_mfcc/80122_normalized_mfcc.png,"Hello, this has been a policy call from your electric utility about overage by third party supplier. You will be receiving $50 reward along with 30% discount on your electric and gas bill. Please press 1 and get your $50 reward card. ",1
./phishing_spectogram/80128_normalized_spectrogram.png,./phishing_mfcc/80128_normalized_mfcc.png,"Hello, this is an apology call from your electric utility. You got overcharged by third party supplier You will be receiving $50 reward along with 30% discount on your electric and gas bill Please press 1 and get your $50 reward card ",1
./phishing_spectogram/81991_normalized_spectrogram.png,./phishing_mfcc/81991_normalized_mfcc.png,"activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we did not hear from you, your social will be blocked permanently. To connect now, press 1 and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/83447_normalized_spectrogram.png,./phishing_mfcc/83447_normalized_mfcc.png,"Administration to inform you that, due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the Legal Department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we do not hear from you, your Social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the Concerned Department. ",1
./phishing_spectogram/84210_normalized_spectrogram.png,./phishing_mfcc/84210_normalized_mfcc.png,"suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/88357_normalized_spectrogram.png,./phishing_mfcc/88357_normalized_mfcc.png,"Hello, this is Officer Michael Brown from Social Security Administration to inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we did not hear from you, your Social will be blocked permanently. To connect now, press 1 and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/88360_normalized_spectrogram.png,./phishing_mfcc/88360_normalized_mfcc.png,"some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of social security administration. In order to connect a social security administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/88405_normalized_spectrogram.png,./phishing_mfcc/88405_normalized_mfcc.png,"Hi, this is Nadine Smith calling in from the processing department. So sorry if you're busy, I just had some fantastic news. It looks like there have been some significant changes to your federal student loan repayment options. It's really, really important, so if you can give me a call back as soon as possible today, that would be great. My direct phone number is 714-406-4370. Again, that is 714-406-4370. Also, if you could have your reference number ready for me, that would be awesome. It would really help. Your reference number is 20907. Thank you. Thank you for speaking with you today. ",1
./phishing_spectogram/88408_normalized_spectrogram.png,./phishing_mfcc/88408_normalized_mfcc.png,"Nadine Smith calling in from the processing department. So sorry if you're busy. I just had some fantastic news. It looks like there has been some significant changes to your federal student loan repayment options. It's really, really important. So if you can give me a call back as soon as possible today, that would be great. My direct phone number is 714-406-4370. Again, that is 714-406-4370. Also, if you could have your reference number ready for me, that would be awesome. It would really help. Your reference number is 20907. Thank you. I look forward to speaking with you today. ",1
./phishing_spectogram/90397_normalized_spectrogram.png,./phishing_mfcc/90397_normalized_mfcc.png,"Since we have not gotten a response, we are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. Call our 800 number at 833-304-1447. ",1
./phishing_spectogram/90417_spectrogram.png,./phishing_mfcc/90417_mfcc.png,"This is Katie with the Student Forgiveness Center. It looks like we have on record that your federal student loans will be eligible to be reduced, possibly even eliminated. So give me a call back when you get a chance. We want to be your expert. My number is 201-468-8579. Once again, that is 201-468-8579. Looking forward to hearing from you. ",1
./phishing_spectogram/93967_normalized_spectrogram.png,./phishing_mfcc/93967_normalized_mfcc.png,"Hello, this is Officer Michael Brown from Social Security Administration. To inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we do not hear from you, your Social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/93988_normalized_spectrogram.png,./phishing_mfcc/93988_normalized_mfcc.png,"We are giving you a final courtesy call before we close out your file Press 2 to be removed and put on our do not call list Press 1 to speak with someone about possibly extending or reinstating your car's warranty Again, press 1 to speak with a warranty specialist or call our 800 number at eight three three three zero four one four four seven U.S.T. four five six ",1
./phishing_spectogram/93991_normalized_spectrogram.png,./phishing_mfcc/93991_normalized_mfcc.png,"we are giving you a final courtesy call before we close out your file. Press 2 to be put on our do not call list or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Your car 800 number at 833-304-1447, UST 456. ",1
./phishing_spectogram/94040_normalized_spectrogram.png,./phishing_mfcc/94040_normalized_mfcc.png,"Hi, this is Jessica Banner calling in from the Processing Department. So sorry if you're busy. I just have some fantastic news. It looks like some new rules and regulations have led to some significant changes to your federal student loan repayment options. It's really, really important. So if you can give me a call back as soon as possible today, that would be great. My direct phone number is 949-447-5846. Again, that is 949-447-5846. Also, if you could have your reference number ready for me, that would be awesome. Your reference number is 70247. Thank you, and I look forward to speaking with you today. ",1
./phishing_spectogram/101127_normalized_spectrogram.png,./phishing_mfcc/101127_normalized_mfcc.png,"Hello, we are from Debt Release Solutions. We work with all your lenders such as Chase, Bank of America, Discover, Wells Fargo, and 20 others. Please press 1 to speak to our live representatives. Please press 1 now. ",1
./phishing_spectogram/102399_normalized_spectrogram.png,./phishing_mfcc/102399_normalized_mfcc.png,"Hi, we've been trying to reach you concerning your vehicle's extended warranty. Now, you should have received something in the mail about that warranty. And since we've not gotten a response, we're giving you a final currency call before we close out your file. You can press 1 to speak with someone about possibly resuscitating or extending your warranty, or press 2 to be put on our do not call list. Or call our 800 number at 833-304-1447, U.S.T. 456. ",1
./phishing_spectogram/102406_normalized_spectrogram.png,./phishing_mfcc/102406_normalized_mfcc.png,"close out your file. Press 2 to be put on our Do Not Call list or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Or call our 800 number at 833-304-1447, U.S.T. 456. ",1
./phishing_spectogram/102407_normalized_spectrogram.png,./phishing_mfcc/102407_normalized_mfcc.png,to receive something in the mail about that warranty and since we've not gotten a response we're giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly regent stating or extending your warranty or press 2 to be put on our do not call list or call our 800 number at 833-304-1447 U.S.T. 456 ,1
./phishing_spectogram/110365_normalized_spectrogram.png,./phishing_mfcc/110365_normalized_mfcc.png,"Due to some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of social security administration. In order to connect a social security administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/111631_normalized_spectrogram.png,./phishing_mfcc/111631_normalized_mfcc.png,"Hello, this is Officer Michael Brown from Social Security Administration to inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/111641_normalized_spectrogram.png,./phishing_mfcc/111641_normalized_mfcc.png,"Nadine Smith calling in from the processing department. So sorry if you're busy, I just had some fantastic news. It looks like there has been some significant changes to your federal student loan repayment options. It's really, really important. So if you can give me a call back as soon as possible today, that would be great. My direct phone number is 714-406-4370. Again, that is 714-406-4370. Also, if you could have your reference number ready for me, that would be awesome. It would really help. Your reference number is 20907. Thank you. I look forward to speaking with you today. ",1
./phishing_spectogram/130693_normalized_spectrogram.png,./phishing_mfcc/130693_normalized_mfcc.png,"you do some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of social security administration. In order to connect a social security administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1 and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/132842_normalized_spectrogram.png,./phishing_mfcc/132842_normalized_mfcc.png,"below 6 on your credit card, so please press 1 to speak with live operator and get the confirmation number. ",1
./phishing_spectogram/135556_normalized_spectrogram.png,./phishing_mfcc/135556_normalized_mfcc.png,"Thank you for choosing Marriott Hotels. We would like to inform you that your telephone number was qualified by our booking system to receive an all-inclusive complimentary stay. For further details, press one now. To be placed on the do not call list, press two now. ",1
./phishing_spectogram/162223_normalized_spectrogram.png,./phishing_mfcc/162223_normalized_mfcc.png,"Thank you for choosing Marriott Hotels. We would like to inform you that thanks to the Friends and Family Rewards Program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",1
./phishing_spectogram/162225_normalized_spectrogram.png,./phishing_mfcc/162225_normalized_mfcc.png,"For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",1
./phishing_spectogram/170111_normalized_spectrogram.png,./phishing_mfcc/170111_normalized_mfcc.png,"booking system to receive an all-inclusive complimentary stay. For further details, press 1 now. To be placed on the do not call list, press 2 now. ",1
./phishing_spectogram/173845_normalized_spectrogram.png,./phishing_mfcc/173845_normalized_mfcc.png,"with immediate effect. Due to this, all your social benefits will be canceled until further clearance. If in case you feel this is due to an error, you may connect with Legal Cell Social Security Administration. In order to connect to the Legal Cell, please press 1 now. In case we did not hear from you, your social will be blocked permanently with immediate effect. Please press 1 to connect the call. For more information, visit www.fema.gov. ",1
./phishing_spectogram/173847_normalized_spectrogram.png,./phishing_mfcc/173847_normalized_mfcc.png,"you that due to some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of social security administration. In order to connect a social security administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/179172_normalized_spectrogram.png,./phishing_mfcc/179172_normalized_mfcc.png,"gotten a response, we are giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly extending or reinstating your warranty coverage or press 2 to be put on our do not call list or call our 800 number at 833-304-1447. ",1
./phishing_spectogram/179182_normalized_spectrogram.png,./phishing_mfcc/179182_normalized_mfcc.png,"Hi, we've been trying to reach you concerning your vehicle's extended warranty. Now, you should have received something in the mail about this warranty and since we haven't gotten a response, we are giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly extending or reinstating your warranty coverage or press 2 to be put on our do not call list or call our 800 number at 833-304-143 04-1447. ",1
./phishing_spectogram/179188_normalized_spectrogram.png,./phishing_mfcc/179188_normalized_mfcc.png,response we are giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly extending or reinstating your warranty coverage or press 2 to be put on our do not call list or call our 800 number at 833-304-1447. ,1
./phishing_spectogram/183312_normalized_spectrogram.png,./phishing_mfcc/183312_normalized_mfcc.png,"Hello, this is Officer Michael Brown from Social Security Administration. To inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration Officer, press 1. In case we did not hear from you, your Social will be blocked permanently. To connect now, press 1 and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/183316_normalized_spectrogram.png,./phishing_mfcc/183316_normalized_mfcc.png,"Hello, this is Officer Michael Brown from Social Security Administration. To inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we do not hear from you, your Social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/188142_normalized_spectrogram.png,./phishing_mfcc/188142_normalized_mfcc.png,"This message is provided by the Administration of Energy Saving. The state has now set aside $1.3 billion. Your home is eligible for up to $10,000 to use for clean energy upgrades for exterior paint, new windows, HVAC, drought collar landscaping, cool roof, and solar. To find out how much your home is qualified for, press 1. If your home has already been qualified, press 9. ",1
./phishing_spectogram/196673_normalized_spectrogram.png,./phishing_mfcc/196673_normalized_mfcc.png,"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",1
./phishing_spectogram/211187_normalized_spectrogram.png,./phishing_mfcc/211187_normalized_mfcc.png,"Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. ",1
./phishing_spectogram/211189_normalized_spectrogram.png,./phishing_mfcc/211189_normalized_mfcc.png,"Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. ",1
./phishing_spectogram/211191_normalized_spectrogram.png,./phishing_mfcc/211191_normalized_mfcc.png,"Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. ",1
./phishing_spectogram/211193_normalized_spectrogram.png,./phishing_mfcc/211193_normalized_mfcc.png,"Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. ",1
./phishing_spectogram/211195_normalized_spectrogram.png,./phishing_mfcc/211195_normalized_mfcc.png,"Hello, I am an artificial intelligent notification bot. The purpose of this call is to make you aware that a recent lawsuit settlement now requires the IRS to settle all old tax debt that any US residents currently have. This means you do not need to pay back your past due taxes as they are temporarily non-collectible and can be forced into a settlement on your behalf. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. Use our AI automation and find the program you are approved. ",1
./phishing_spectogram/211222_normalized_spectrogram.png,./phishing_mfcc/211222_normalized_mfcc.png,"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",1
./phishing_spectogram/211241_normalized_spectrogram.png,./phishing_mfcc/211241_normalized_mfcc.png,"related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of social security administration. In order to connect a social security administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",1
./phishing_spectogram/240203_normalized_spectrogram.png,./phishing_mfcc/240203_normalized_mfcc.png,"It's always pertaining to the notice you've recently received on your electric bill about rate reduction. If you haven't missed payment on the bill for the last three months, get a 25% discount. Press 1 to get a discount and talk to a representative. ",1
./phishing_spectogram/240204_normalized_spectrogram.png,./phishing_mfcc/240204_normalized_mfcc.png,"This follows pertaining to the notice you recently received on your electric bill about rate reduction. If you haven't missed payments on the bill for the last three months, get a 25% discount. Press 1 to get a discount and talk to a representative. ",1
./phishing_spectogram/241125_normalized_spectrogram.png,./phishing_mfcc/241125_normalized_mfcc.png,"This message is intended to contact you, regarding a legal enforcement action executed under your social security number for suspicious and fraudulent activities committed in the state of Texas. And we just suspended your social security number. Ignoring this will be an intentional second attempt, to avoid initial appearance before magistrate, judge, or grand jury for a federal criminal offense, this is the final attempt to reach you, so if you want to know about this case just press 1. ",1
./phishing_spectogram/242207_normalized_spectrogram.png,./phishing_mfcc/242207_normalized_mfcc.png,"you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. This is Susan, your local patient advocate. This is an urgent message for all patients currently on Medicare. We have tried to reach you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. This is Susan, your local patient advocate. This is an urgent message for all patients currently on Medicare. We have tried to reach you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. ",1
./phishing_spectogram/260538_normalized_spectrogram.png,./phishing_mfcc/260538_normalized_mfcc.png,"We've been trying to reach you from the dealer service center concerning your car's extended warranty. You should have received something in the mail about your car's extended warranty. Since we have not gotten a response, we are giving you a final first call before you close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist or call our 800 number at 833-304-1447. ",1
./phishing_spectogram/260545_normalized_spectrogram.png,./phishing_mfcc/260545_normalized_mfcc.png,"and since we've not gotten a response, we're giving you a final courtesy call before we close out your file. You can press one to speak with someone about possibly reinstating or extending your warranty, or press two to be put on our do not call list. Call our 800 number at 833-304-1447, UST 456. ",1
./phishing_spectogram/269242_normalized_spectrogram.png,./phishing_mfcc/269242_normalized_mfcc.png,"Hi, my name is Jennifer Kelly. You are receiving this call because you and your family are previous guests with the Hilton and Marriott. You are eligible to receive our members only free upgrade for our 4th of July Day special from Hilton Grand Vacation Club. Travel to our all-inclusive award-winning resorts in Cabo, Cancun, Tulum, Puerto Vallarta, and the Dominican Republic, Punta Cana, Panama, Costa Rica, and many other locations such as Dubai, Italy, Spain, Peru, Asia, and over 100 locations throughout the United States, such as Orlando and Las Vegas, just to name a few. Call the number on your caller ID now for this amazing deal. We have four vacations, four years, for only $4.88. Plus, if you call the number on your caller ID now, receive a free four-day and three-night trip in the U.S. Call now to receive your Hilton and Marriott Honors free upgrade. ",1
./phishing_spectogram/274443_normalized_spectrogram.png,./phishing_mfcc/274443_normalized_mfcc.png,"Thanks to your good pain in history and good credit score, you have been qualified finally for an interest rate reduction between 0 to 5%. Several attempts were made to reach you. This is your final courtesy call before we are unable to lower your interest rates. So press 1 now. ",1
./phishing_spectogram/274448_normalized_spectrogram.png,./phishing_mfcc/274448_normalized_mfcc.png,"Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at... Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at my state-assigned phone number, 844-877-0123. And it's my job to make you aware that because you qualified for a relief payment, you also qualify for the New Debt Relief Program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state-assigned phone number is 844-877-0123. And this call has been marked complete by State Agent Mary Marcello, Agent number 5568. Talk with you soon. Take care. ",1
./phishing_spectogram/274450_normalized_spectrogram.png,./phishing_mfcc/274450_normalized_mfcc.png,"Hello, this is Mary Marcello regarding your COVID-19 relief payment and you can reach me at my state assigned phone number, 855-228-4781 and it's my job to make you aware that because you qualified for a relief payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state assigned phone number is 855-228-4781 and this call has been marked complete by state agent Mary Marcello, agent number 5568. Talk with you soon. Take care. ",1
./phishing_spectogram/274452_normalized_spectrogram.png,./phishing_mfcc/274452_normalized_mfcc.png,"Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at my state assigned phone number, 855-228-4781, and it's my job to make you aware that because you qualified for a relief payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. Your state assigned phone number is 855-228-4781. And this call has been marked complete by State Agent Mary Marcello, agent number 5568. Talk with you soon. Take care. ",1
./phishing_spectogram/274453_normalized_spectrogram.png,./phishing_mfcc/274453_normalized_mfcc.png,"Hello, this is Mary Marcello regarding your COVID-19 release payment and you can reach me at my state assigned phone number, 844-877-0123 and it's my job to make you aware that because you qualified for a release payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state assigned phone number is 844-877-0123 and this call has been marked complete by state agent Mary Marcello, agent number 5568. Talk with you soon. Take care. ",1
./phishing_spectogram/274458_normalized_spectrogram.png,./phishing_mfcc/274458_normalized_mfcc.png,"Hello, this is Mary Marcello regarding your COVID-19 relief payment and you can reach me at my state assigned phone number, 855-228-4781. And it's my job to make you aware that because you qualified for a relief payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state assigned phone number is 855-228-4781. And this call has been marked complete by state agent Mary Marcello, agent number 5568. Talk with you soon. Take care. ",1
./phishing_spectogram/274460_normalized_spectrogram.png,./phishing_mfcc/274460_normalized_mfcc.png,"Hello, this is Mary Marcello. Hello, this is Mary Marcello regarding your COVID-19 relief payment. And you can reach me at my state-assigned phone number, 844-877-0123. And it's my job to make you aware that because you qualified for a relief payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state-assigned phone number is 844-877-0123. And this call has been marked complete by state agent Mary Marcello, agent number 5568. Talk with you soon. Take care. ",1
./phishing_spectogram/274461_normalized_spectrogram.png,./phishing_mfcc/274461_normalized_mfcc.png,"Hello, this is Mary Marcello regarding your COVID-19 release payment and you can reach me at my state assigned phone number, 844-877-0123. And it's my job to make you aware that because you qualified for a release payment, you also qualify for the New Debt Relief Program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state assigned phone number is 844-877-0123. And this call has been marked complete by State Agent Mary Marcello, Agent number 5568. Talk with you soon. Take care. ",1
./phishing_spectogram/280167_normalized_spectrogram.png,./phishing_mfcc/280167_normalized_mfcc.png,"Hello, this call is from Department of Federal Reserve System. The reason of this particular phone call is we are going to suspend your bank account, because we have a found some suspicious activity so, if you want to know about this case just, press 1 and talk to a officer regarding this case. ",1
./phishing_spectogram/280171_normalized_spectrogram.png,./phishing_mfcc/280171_normalized_mfcc.png,"Hello, this call is from Department of Federal Reserve System. The reason of this particular phone call is we are going to suspend your bank account, because we have a found some suspicious activity so, if you want to know about this case just, press 1 and talk to a officer regarding this case. ",1
./phishing_spectogram/280180_normalized_spectrogram.png,./phishing_mfcc/280180_normalized_mfcc.png,"Hello, this call is from Department of Federal Reserve System. The reason of this particular phone call is we are going to suspend your bank account, because we have a found some suspicious activity so, if you want to know about this case just, press 1 and talk to an officer regarding this case. ",1
./phishing_spectogram/286360_normalized_spectrogram.png,./phishing_mfcc/286360_normalized_mfcc.png,"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",1
./phishing_spectogram/286364_normalized_spectrogram.png,./phishing_mfcc/286364_normalized_mfcc.png,"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",1
./phishing_spectogram/286367_normalized_spectrogram.png,./phishing_mfcc/286367_normalized_mfcc.png,"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",1
./phishing_spectogram/286370_normalized_spectrogram.png,./phishing_mfcc/286370_normalized_mfcc.png,"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",1
